7976.63     	6.95893E-5  	2.90213E-4  	1.85031E-4  	5.60237E-5  	5.00000     	25.0000     	4.00000     	0.64 hours/million states
66095000	-15846.6721 	-4478.3566  	-11368.3155 	7719.81     	6.82601E-5  	1.90103E-4  	2.84694E-4  	6.50619E-5  	5.00000     	25.0000     	4.00000     	0.64 hours/million states
66100000	-15855.2511 	-4471.1376  	-11384.1135 	7692.99     	6.94929E-5  	1.8192E-4   	2.39925E-4  	9.62351E-5  	5.00000     	25.0000     	4.00000     	0.64 hours/million states
66105000	-15852.2588 	-4464.9880  	-11387.2708 	7464.65     	7.28759E-5  	9.53488E-5  	2.72484E-4  	9.1864E-5   	5.00000     	24.0000     	5.00000     	0.64 hours/million states
66110000	-15838.5898 	-4462.7136  	-11375.8762 	7553.99     	7.59456E-5  	1.09172E-4  	2.28098E-4  	1.17717E-4  	4.00000     	24.0000     	5.00000     	0.64 hours/million states
66115000	-15836.1115 	-4458.3589  	-11377.7526 	6643.59     	7.19686E-5  	2.31126E-4  	1.94782E-4  	8.70986E-5  	4.00000     	24.0000     	5.00000     	0.64 hours/million states
66120000	-15840.1057 	-4473.4064  	-11366.6993 	6393.98     	7.66112E-5  	2.00277E-4  	2.78843E-4  	7.59497E-5  	4.00000     	24.0000     	4.00000     	0.64 hours/million states
66125000	-15846.6759 	-4485.1333  	-11361.5426 	7568.58     	7.04609E-5  	2.13162E-4  	2.39829E-4  	6.26989E-5  	5.00000     	23.0000     	3.00000     	0.64 hours/million states
66130000	-15849.8903 	-4482.3474  	-11367.5429 	7556.73     	6.91388E-5  	1.82038E-4  	1.61803E-4  	7.52327E-5  	4.00000     	23.0000     	5.00000     	0.64 hours/million states
66135000	-15869.9409 	-4492.8674  	-11377.0734 	7695.46     	7.13608E-5  	2.31446E-4  	2.17068E-4  	7.13787E-5  	4.00000     	23.0000     	4.00000     	0.64 hours/million states
66140000	-15864.9382 	-4502.0124  	-11362.9258 	8164.83     	6.64001E-5  	1.5404E-4   	2.26387E-4  	6.62721E-5  	4.00000     	23.0000     	4.00000     	0.64 hours/million states
66145000	-15881.4890 	-4511.3044  	-11370.1846 	7477.29     	6.82479E-5  	2.17844E-4  	2.46818E-4  	9.13908E-5  	5.00000     	22.0000     	5.00000     	0.64 hours/million states
66150000	-15885.9960 	-4516.0753  	-11369.9207 	8053.41     	6.78542E-5  	1.87829E-4  	2.45996E-4  	7.69132E-5  	6.00000     	22.0000     	3.00000     	0.64 hours/million states
66155000	-15903.5215 	-4527.6434  	-11375.8781 	8219.05     	6.30639E-5  	1.94551E-4  	1.71461E-4  	7.15724E-5  	5.00000     	22.0000     	4.00000     	0.64 hours/million states
66160000	-15873.9643 	-4503.2778  	-11370.6866 	7919.15     	6.81957E-5  	3.05774E-4  	1.95656E-4  	7.36848E-5  	4.00000     	22.0000     	4.00000     	0.64 hours/million states
66165000	-15870.3935 	-4485.6299  	-11384.7636 	7220.18     	6.99725E-5  	9.70492E-5  	2.18522E-4  	1.02758E-4  	6.00000     	23.0000     	4.00000     	0.64 hours/million states
66170000	-15892.8321 	-4510.5934  	-11382.2386 	7110.19     	6.70282E-5  	2.23848E-4  	2.93034E-4  	7.21294E-5  	6.00000     	23.0000     	3.00000     	0.64 hours/million states
66175000	-15889.9794 	-4464.9703  	-11425.0092 	6915.61     	6.89115E-5  	1.76762E-4  	2.65308E-4  	1.46422E-4  	5.00000     	23.0000     	5.00000     	0.64 hours/million states
66180000	-15857.5689 	-4479.9354  	-11377.6336 	6919.20     	7.26634E-5  	1.91457E-4  	4.86606E-4  	1.13271E-4  	3.00000     	23.0000     	4.00000     	0.64 hours/million states
66185000	-15852.4646 	-4447.2111  	-11405.2534 	9306.34     	6.62855E-5  	7.36774E-5  	2.41938E-4  	5.39965E-5  	3.00000     	23.0000     	3.00000     	0.64 hours/million states
66190000	-15860.1366 	-4474.0986  	-11386.0380 	7915.35     	6.95062E-5  	2.71149E-4  	2.96853E-4  	6.26347E-5  	6.00000     	25.0000     	3.00000     	0.64 hours/million states
